500 1500
2 23 5 138
4 159 8 198
9 12 12 185
7 68 9 162
1 11 6 123
11 46 12 162
4 109 11 153
1 34 5 95
11 52 11 92
7 131 10 133
9 121 12 169
5 134 5 193
10 38 10 161
4 32 7 96
5 24 12 58
1 45 2 121
4 193 4 196
4 87 9 165
5 172 5 189
5 120 5 200
7 117 10 175
5 58 5 198
0 95 12 134
1 142 4 145
8 133 11 149
9 140 12 179
6 193 10 196
9 12 11 61
0 76 2 125
6 197 8 197
5 2 10 67
3 57 8 161
10 191 12 193
11 197 12 197
9 86 9 125
7 193 7 197
11 13 12 131
0 22 6 155
11 198 11 198
4 93 6 111
1 11 10 173
5 32 5 103
0 6 8 180
0 90 10 92
5 49 12 189
8 99 9 181
2 147 11 155
5 96 5 134
3 191 7 192
0 157 12 188
1 32 9 79
6 129 11 166
11 22 12 83
5 34 11 36
11 16 11 144
3 27 12 134
8 138 8 140
10 127 12 182
6 176 7 195
6 44 9 100
9 48 11 78
1 30 6 42
2 57 6 96
2 13 3 118
6 24 8 168
0 94 8 195
2 23 3 162
8 89 10 160
11 63 12 103
9 25 9 196
2 45 8 198
7 142 9 199
10 75 10 151
0 72 0 108
4 94 12 186
9 32 12 83
6 154 8 154
0 14 6 124
9 47 10 145
4 8 7 132
6 133 7 164
9 86 12 93
3 165 7 177
8 140 12 191
8 93 11 147
10 190 11 191
6 145 11 165
0 27 9 184
0 79 4 97
7 32 10 112
10 44 10 121
5 2 9 162
2 22 6 133
10 98 12 184
4 84 9 127
2 2 10 102
4 47 7 161
2 39 3 144
5 59 8 65
3 157 3 178
1 101 8 164
8 120 9 179
9 34 11 165
6 15 6 48
10 67 11 178
11 66 11 129
5 57 6 102
9 41 10 61
9 123 11 124
2 16 11 138
0 24 12 192
1 38 1 110
1 135 1 173
11 54 11 116
11 161 12 172
9 3 10 145
9 123 9 144
0 162 8 192
0 150 6 185
3 37 8 198
6 57 6 139
2 59 10 184
5 23 8 32
11 44 12 160
2 187 11 200
9 93 9 175
1 90 10 120
