5000 5000
18731 1614 795
17882 4978 1234
13211 17648 883
13540 3794 416
2214 8447 1706
12630 6083 1938
2519 5597 1776
18251 301 1368
915 18193 1335
10406 1914 1788
14426 9112 644
5165 11921 451
18722 13173 1716
3321 16373 1703
5820 3447 1912
9370 13372 1827
13247 201 681
949 14890 628
9522 9912 1039
1290 18742 1910
2855 1070 1859
7438 15699 483
5079 14633 726
9805 17306 997
6624 16258 830
5543 8006 1119
1745 4281 720
1676 3659 977
9890 12874 847
7235 14839 476
10341 3509 1707
9310 11437 1860
942 12822 80
4249 2646 1166
3990 13519 282
7798 15062 883
19063 17693 969
10817 11151 1433
19957 15882 526
16325 10210 1605
18377 19331 1043
2900 4878 430
7061 11997 1243
6595 14153 1445
19209 10400 286
6981 5412 801
19260 9193 1018
8695 6423 1339
17637 15922 722
18616 4528 96
14913 951 1338
12930 5292 1808
7225 11560 192
11202 4049 1628
8119 4249 1699
3649 1912 497
17151 18182 694
7489 3453 944
3808 5840 504
9311 11915 456
15328 18467 278
18523 11457 1556
12549 8979 1239
15215 2158 1540
12272 1039 187
4322 9023 1432
8647 3788 120
11664 2887 713
13078 14810 659
19655 6127 1856
6744 3831 1720
146 19897 856
1109 17141 1704
5659 5655 1771
10539 5517 779
4213 19560 1461
16746 1981 72
6283 4368 1459
11280 1225 1337
19039 6796 228
15905 11763 1529
15877 17543 736
7032 15184 77
8633 14609 547
19104 8221 1
11254 8385 612
16851 8722 1546
13841 14002 248
19798 894 127
10343 16547 1703
5232 12408 1115
9546 18175 1
6160 5141 120
14596 10561 713
13117 1257 1250
11849 130 715
2951 543 1735
8532 15468 18
8216 1599 22
16457 16359 1030
5875 3283 494
9041 12668 1640
15399 10064 304
17440 1680 572
1272 1994 636
19526 19565 1215
289 15770 1691
3535 3084 1095
17961 18094 757
3364 14552 315
5706 10544 1550
15005 12479 549
5679 17397 1501
6173 79 1577
5438 15807 799
8153 9697 100
15744 19774 876
1196 2439 935
16375 8674 1296
7169 13378 1815
10739 6666 1284
7940 11506 96
2771 11666 1664
573 18955 1599
1565 13065 1045
7694 14920 1459
19854 1506 97
10439 917 588
1293 17304 1435
16099 1578 1281
188 5323 1215
16129 19559 1047
18003 6660 1129
457 11904 831
14378 17032 417
3316 9926 174
17146 4501 35
11175 4214 1786
8819 13317 1030
3137 9528 1121
9176 14885 719
6709 3760 1159
2061 13454 1188
15528 7350 591
6621 4928 1566
1806 3965 1346
7312 16452 1302
2310 4817 940
9098 16711 956
12699 1393 211
13203 13477 829
16444 689 1016
8937 19096 325
2107 6047 1368
18876 13286 1757
19336 6904 1167
18755 16824 1668
3052 1442 736
12826 10607 1877
9332 15807 1558
1776 9122 1497
18732 7672 1495
5883 6533 1317
14607 349 788
8729 8868 1818
7675 11409 177
16245 4852 1929
6259 1661 1929
19065 2890 1789
38 4060 1469
1199 16219 190
6644 5573 1277
15380 18573 1090
3853 9133 1092
15005 13309 755
11013 1890 1290
2403 19743 1773
3013 18882 1126
14278 8142 1380
4692 3995 913
16291 16493 848
5970 462 168
16058 11470 1752
16972 6035 1331
16172 7342 322
5346 2561 1334
16585 7207 1024
13121 16307 222
15172 19396 553
12558 18665 418
16262 10313 182
8126 12238 1112
13345 3474 1751
11434 5195 1887
6048 12570 747
6946 79 637
12275 9009 799
15451 3991 873
16218 7053 1254
2476 909 1377
17169 7612 748
11450 3681 163
9078 6136 1460
19321 8333 1158
13752 19256 1246
10719 7974 261
4341 318 319
19084 5953 1761
13259 993 1403
10154 3754 1959
4692 18747 1524
7505 15943 578
4334 19467 1902
14415 15675 1129
10840 19647 534
3935 15171 1810
15239 331 813
1729 16482 1749
11610 374 1976
15404 18400 475
10047 359 911
19911 8805 1454
19298 674 261
9548 9685 1262
12904 10991 70
9027 3920 1987
8600 16585 8
1136 5408 134
60 2693 1625
19868 18769 400
9626 16494 1326
12476 19336 1068
3235 7888 1181
5972 11932 1321
18293 5086 877
3682 3500 997
14925 3361 1545
5293 19880 1969
12978 13197 45
8073 10699 1307
3438 7060 1497
10696 898 1733
13844 479 130
12905 11525 16
10779 8616 1207
2907 3542 19
14501 11740 1623
1655 1094 291
16599 18735 511
11431 11320 383
18013 6888 689
19731 9871 1016
5375 11033 1448
15847 7614 200
3362 13548 634
18560 16118 1747
637 3248 606
9120 283 1657
14283 10920 406
5561 3221 381
11197 6180 131
17093 10043 454
19646 14479 1742
6502 11501 1688
18475 6757 1926
6585 3366 197
9104 3083 0
17880 2634 1112
4136 17221 1810
15552 15193 447
7956 6968 181
4480 14905 190
5580 11026 364
13761 6445 753
10963 8055 1811
8355 1415 1067
8922 6147 702
18474 576 259
2255 6455 1344
4871 11837 1704
2808 12013 1744
18893 3348 502
18686 18589 1718
18556 14251 118
12411 6004 674
16824 6873 1491
14805 858 1654
18583 16362 198
11698 2186 84
1041 19942 1215
9986 18077 1713
14763 949 697
19053 7457 452
6456 18562 68
12596 2669 1137
13096 14278 1847
694 3824 717
15667 15762 315
3883 16222 416
13185 4586 842
17321 10974 772
6836 13025 266
19152 9050 574
8037 8035 1939
2004 16281 1273
19454 11792 1376
7798 9317 610
9625 9725 1943
2290 18417 1575
6363 17330 293
18460 13833 1451
17413 12175 807
12318 19573 1774
12071 12071 1483
12393 14864 1487
9748 7487 1435
6104 697 769
12348 9177 685
12205 2428 1554
8544 2180 924
6500 18392 1205
18503 2025 1968
19960 15027 1067
8279 6290 1265
3887 14800 1577
972 8675 345
13132 801 913
8604 3796 1663
1099 19649 1622
18238 7326 1553
7652 4838 160
5159 11816 1126
2908 10236 871
6553 4364 204
7210 9962 321
16477 7636 223
14882 17732 857
17853 19717 790
5737 2504 422
6505 10843 1935
12635 6364 846
19782 9694 1409
2325 12928 924
4860 13426 1821
5798 7579 518
10905 15440 1674
14147 13767 123
19310 18436 1292
13267 11175 1073
2437 919 161
14773 8143 1609
1240 2292 384
2916 9049 370
19740 4282 326
14609 7260 1517
478 901 1954
2822 15880 1647
4752 17251 289
12971 1032 1988
7487 6100 430
9427 1631 92
1756 4284 1258
367 17807 1280
15385 15409 229
325 17 513
2022 5030 323
7438 2001 681
3032 11069 183
5581 12188 1663
1965 1053 99
1435 768 1640
8310 6087 1063
15550 4376 1290
10511 12363 1025
15491 15356 1228
8599 8459 1686
7328 14901 1359
12353 14185 1004
3022 3324 14
250 7563 1028
9506 12067 568
14539 35 1460
19750 4935 973
3987 1680 548
3833 14844 1761
2714 2900 255
18665 2106 1427
9555 4498 1600
9101 10992 1717
13815 9493 1152
14523 4167 735
5788 563 1239
19295 18886 1487
3434 15278 1139
13345 13877 1903
13558 8842 1900
11808 583 595
8134 8362 860
3451 10731 1711
3842 1494 930
13580 11449 468
14234 7762 152
2069 7770 1843
12251 11122 786
18567 18486 476
1968 5713 1320
16737 17221 1062
4778 6466 467
16193 13250 503
10101 18042 239
9640 13393 642
6013 770 1083
8117 11471 160
16956 35 1700
15052 4549 218
7695 13434 735
5367 4323 1285
17868 16490 1859
8173 19231 639
548 6628 906
14118 12525 1658
2122 2758 0
13386 18569 888
78 18009 52
11153 969 1228
12691 9774 1463
7076 338 1906
623 15285 1174
4118 3991 16
6372 18137 1719
2557 7770 1335
19678 18236 516
16997 13002 564
4429 3313 720
8591 17897 189
6930 17646 1803
8186 18371 1589
4520 19328 1604
16949 14997 429
2806 18229 1751
18171 13214 69
3881 14330 482
19684 10278 1392
239 17664 75
19578 19354 1732
12763 8120 1169
16862 7471 633
15281 18847 514
2946 18993 1999
15108 17684 1943
2350 2724 1393
3999 19611 1926
8341 11436 1010
8776 6439 1138
11767 7515 920
11981 3002 795
3043 14133 1690
11607 4063 1736
7573 62 1880
16697 5777 1474
13668 4302 680
5168 14717 97
10026 4810 1152
14400 10329 1124
16426 10565 1298
4797 10144 869
6470 13804 9
11218 12197 677
14484 3225 453
9980 7851 88
11046 279 290
14440 12535 2
9698 19462 281
14356 6291 985
19409 1405 707
16732 1561 1250
17758 2441 1764
17056 19640 267
7704 8614 960
12481 12304 856
19940 16496 1344
513 6961 545
8329 6285 334
4704 11873 251
3131 2844 447
17236 19264 1506
19779 6760 1578
7409 14542 1903
4545 8232 927
4762 18412 1835
2909 3023 1164
2536 8210 1255
9363 13184 6
15412 9981 1133
16603 12567 1143
9284 1009 1505
13786 18176 345
8788 6105 608
375 9483 721
9664 1865 964
11216 9148 852
14485 15013 658
14412 2730 525
6746 17360 170
10798 14297 886
6914 17952 969
19286 7783 228
13938 444 1681
5235 819 1511
13986 8747 823
6352 10078 433
11991 11596 1886
485 12701 1012
13414 4610 423
2653 3801 1131
746 1603 1912
101 6244 81
8748 17125 1802
9827 13705 1025
11918 10330 1827
17459 16799 614
15200 12018 1762
17401 1912 656
16926 8435 455
3206 15428 1737
10875 9088 1676
4789 17396 1235
19760 8601 1339
17828 18863 871
5039 12286 607
18452 16019 1438
11558 2144 1889
1986 3089 1630
13267 10436 1433
3601 18947 899
8135 18944 200
10777 12761 1538
11070 7253 600
9464 14695 930
5253 15144 659
18084 10447 1114
6062 2302 91
7713 17298 943
16213 2471 1940
6682 7710 736
9811 1322 906
19668 15386 1328
16834 18639 1505
15982 17043 1525
9276 19364 1828
5749 17125 223
3115 1064 50
1901 13816 207
17681 15862 521
334 12467 1638
10006 5799 1826
14675 9225 371
14754 12586 403
19726 7914 909
19878 13567 138
2577 18346 1944
652 3793 1237
3543 11243 324
3138 16940 1384
2969 18648 469
5822 13493 1207
3449 8892 1325
10313 4359 1108
9347 2072 1095
2166 5146 1896
520 10944 1159
15851 13460 567
18286 10408 65
6541 100 919
13547 12074 431
131 19519 398
13595 9756 1297
7313 8217 1920
15232 3190 1051
18773 16698 928
14091 2321 1109
12767 395 517
7267 12799 174
8395 6985 949
17454 5104 1634
12857 9474 978
18083 18606 1205
11686 16284 1881
18063 19874 590
12596 7699 1972
1897 9990 1623
620 6021 1333
19968 14497 1274
4729 7204 1905
11367 13712 675
8425 1110 1292
11210 4574 1173
7857 282 1732
4903 10332 1105
16884 10210 1287
2562 11147 743
19048 2658 862
2197 9139 861
65 7340 566
6404 3068 674
16329 14059 1973
10447 17849 1981
16041 16886 910
15541 2970 498
15690 14950 209
6870 3954 258
18634 13722 549
12522 1110 819
18328 5593 833
10530 404 550
18760 1185 1500
4180 12869 87
9386 309 1881
196 19433 917
19497 9597 1538
14533 2831 688
905 6897 1757
14749 2438 555
19351 11866 1729
15022 1043 907
18805 18287 294
162 3203 889
13869 2730 1706
8019 15613 1876
15800 16606 586
5950 7441 153
4778 19702 9
1509 5493 731
12420 5092 388
10781 756 394
12016 10203 862
16065 10796 462
14484 1982 456
2310 8393 1234
10894 11518 1498
5329 4718 740
12403 17641 1588
3629 3409 291
7305 4128 1812
17883 14269 1747
2114 18728 389
19555 18193 764
3485 13047 502
11730 18633 449
8604 15724 847
7714 11246 1923
10624 1317 1474
1281 19652 336
5451 10876 283
11228 6820 1519
5294 13800 301
18235 6910 439
1232 5131 274
3455 234 1053
8967 19216 88
10870 6710 405
17676 17249 672
9829 8321 411
10069 958 456
7175 14070 502
19416 7019 210
1120 17442 1359
5709 17981 968
13622 14246 1704
12985 19331 1089
14834 913 578
10808 8971 12
16048 11536 1911
17133 11612 593
15629 7191 1707
13518 12620 1709
19106 5631 1046
1314 17144 1530
15183 2554 18
16299 10350 596
11006 19074 1735
1775 10665 1507
11037 11405 904
3254 3493 617
4309 11975 1401
15163 1357 538
13850 1800 657
15380 5294 676
4133 10507 414
16687 8636 1766
11389 16889 1622
10103 6730 1883
15170 15142 1316
18347 19960 1609
17253 5901 374
19787 19734 1830
16847 19205 92
15266 4739 1915
17517 19328 877
14150 3213 1279
15949 11914 200
3054 17987 1313
16828 392 1688
8667 14927 889
17963 9384 1493
3571 7671 1116
225 13703 1706
19014 1655 1268
15500 14685 1808
2745 11161 1288
3250 3559 660
16503 617 1891
17511 1724 606
2672 6484 749
14065 3729 586
17970 6191 192
15638 17049 975
19966 9506 1510
4875 13675 526
18373 6624 988
13429 10299 1693
6773 14932 1516
14493 4442 904
3325 12555 1015
15428 4978 1684
10029 1214 1248
18716 7098 1740
16490 13225 1660
4503 6019 845
6508 10000 1809
4500 17030 1144
6889 2946 530
10157 9771 1997
17715 11667 571
17000 15968 1924
12804 18585 829
12104 12463 306
10311 16907 1144
13883 3170 924
8374 8828 1992
5403 19238 1027
806 7053 197
6970 841 1139
12867 15068 1527
15985 13313 37
16282 10852 911
12947 5393 193
19245 11839 1119
4810 4367 920
9368 6699 108
8636 19445 204
6320 17679 771
14651 19450 79
18819 15611 198
3585 16815 1262
10414 3977 136
8720 13876 1872
16123 9137 1972
12829 580 1690
15984 14536 159
15728 9024 571
11470 5991 535
9656 10429 560
10413 13278 638
14804 12555 128
235 689 266
8958 16058 1737
2053 17936 287
12793 6670 457
13884 7869 868
1142 18940 228
3086 19535 503
8406 16282 1125
16209 11410 1037
7260 9053 363
7776 18254 557
16952 13084 935
14111 7070 1383
7460 18973 264
13750 203 1869
14626 19148 1467
16267 13077 1980
17977 11493 905
18531 18632 546
5514 15012 876
5171 9451 180
3660 4778 1283
2647 1301 1009
2732 17114 308
17481 16287 270
13508 16665 1603
4260 9210 1184
9549 11633 1515
17331 4964 929
16700 13597 1819
14570 16058 1837
18058 1228 1100
7756 8227 1632
18 11883 1195
10932 13516 560
1232 4107 1828
7768 4858 457
515 6277 407
3145 9011 598
16981 8737 847
12255 10916 1200
2212 11881 751
9286 19322 1654
956 10059 636
15846 6536 1566
14892 11021 415
19672 14132 268
10992 18489 367
9326 15354 692
10078 6453 1081
12663 5840 253
19589 16242 1855
17488 17484 630
6274 5385 161
10034 1142 107
8147 7776 581
805 5741 853
6489 10100 989
2097 4692 147
10330 15801 515
16964 2733 509
12728 14094 1549
5026 17621 982
17510 15394 719
19621 7143 1395
3529 9688 47
6593 6442 1358
7603 3961 1936
14064 9330 973
7782 18333 1286
16486 15721 1022
11713 3971 430
3930 17333 110
4068 5968 357
5626 12604 1724
3013 19016 1342
4960 10712 186
12159 19079 1400
4414 2706 1477
14597 2035 245
1306 492 1053
1540 12351 918
11843 12709 225
11472 5372 1045
6334 10945 84
19405 9501 423
11428 7367 1585
7398 10674 1872
16221 11862 364
10740 10031 591
190 5614 1044
2431 8646 479
4038 6119 295
11185 13058 1788
8869 9321 1295
8335 10133 1845
6942 15584 1370
7947 11704 1046
4580 10849 1888
10635 1776 1901
465 11502 1546
12145 12695 1075
6946 18665 1573
15062 10648 1501
1824 2755 1355
6680 13467 1051
5610 18027 1539
18664 13318 1965
19062 13449 1628
4647 57 1513
12371 14417 860
12689 6893 1888
7236 6504 176
3359 7542 1745
8502 5657 1551
19881 7304 496
2419 1243 1777
5432 15390 1999
17047 19876 377
3489 12583 942
15599 10303 1233
1493 7893 1680
2234 13579 48
19201 12325 724
8040 2654 1097
12398 1237 1535
16238 17688 692
17623 3743 153
15098 1122 253
12670 3241 420
2620 15055 1108
7788 7941 1342
8674 11721 1961
13116 19676 291
14546 2421 1830
12664 19368 765
15403 14614 1020
3573 5383 471
14345 9515 1787
3284 2922 1184
5403 9321 307
19869 5867 1621
1890 11374 1337
3003 12643 1738
18114 5661 1594
5685 14825 989
6714 8929 73
14725 847 1283
2740 5878 233
8434 13507 1942
9796 15028 1907
13695 11463 901
18950 14197 476
12236 16442 1500
5462 2674 1654
15488 9192 1283
13800 8874 855
14333 18202 538
17747 13660 237
19520 9789 301
7761 6120 491
2945 3212 829
7455 10849 1982
17202 8333 1624
18998 19100 1816
2848 7419 51
11991 2225 475
7540 14458 27
18179 5943 1457
12048 2534 374
15684 9682 237
8983 17175 1804
12881 14630 950
1367 12099 1462
19098 14500 1098
16891 7442 433
9917 16359 996
6743 17399 18
13738 19906 1417
12665 13871 1849
5558 15698 810
11027 6074 1971
10540 15337 277
1367 7358 1696
14457 1889 95
12210 13344 758
5017 15285 1045
14476 11703 339
7555 16734 1081
2758 16157 241
2537 19617 106
14922 2788 1086
1805 6181 1649
14537 8804 1180
9998 1072 1000
6491 12589 509
8968 6921 1303
6158 10353 1148
6788 18642 896
5187 7005 1474
3068 14053 1154
19469 9733 257
16183 14486 1087
12079 10344 345
5926 10231 1345
16595 8413 850
6801 15032 569
17929 18559 572
10294 13656 115
17030 16525 1003
9653 6759 989
3316 2935 903
10483 2555 1308
2665 12050 81
17905 14147 1725
33 11629 1214
989 10886 338
4215 14746 1296
12796 7547 292
4764 8697 915
17057 17341 108
6131 4190 329
13801 11303 247
11896 8106 726
17682 15267 253
18005 17131 750
17961 5298 1687
10892 6468 1832
2727 13737 1376
9401 2499 482
7918 4068 1814
2689 12896 1804
10339 102 396
1889 6013 1183
13102 17182 1083
17791 16673 891
15389 11801 1060
11862 7959 1014
3080 11044 1752
6492 13166 1514
6321 14933 1890
16497 8085 1784
17662 10166 987
14915 16824 470
4121 485 366
8620 5466 1537
19346 14609 1355
12299 11559 367
5074 473 992
5838 5333 1369
14465 7123 514
14263 4528 431
19773 15859 534
15248 13567 420
19491 15074 648
9622 15849 1833
18615 8743 517
11068 3544 1151
3644 12825 1814
3804 1605 394
19663 18968 721
18129 4476 1370
10 7254 1142
755 10091 1043
17325 16569 452
12948 1751 319
14126 8324 198
6688 329 1269
1211 6255 1450
11284 5024 1592
17870 3063 776
3609 7422 272
10710 9600 1286
14786 7835 1468
15770 5470 922
6759 13775 1545
7415 11888 44
15988 4671 1328
5646 16504 1434
281 197 104
8757 1362 289
10757 2170 1342
14610 17705 1880
12963 2291 216
3042 10435 1882
123 9959 1868
14363 17810 692
2820 337 56
9933 11595 1201
9959 17877 1776
15481 6723 1302
7033 10129 0
9570 16586 1808
17394 15588 1068
16433 10802 1979
6289 5776 722
19599 19587 324
18454 11940 1679
11978 7927 392
15627 6922 1452
12501 8800 1706
9327 6205 1098
5470 10492 412
8959 4641 1974
8960 8542 591
18672 5612 120
4237 5465 1833
19923 8895 658
8155 10405 2
3714 135 142
13077 14701 1168
2079 5476 1245
6493 1818 1274
3055 7243 201
18745 12125 1238
19114 12863 1894
12047 16889 1893
4464 17295 1841
2506 2334 279
9533 7920 714
16552 1919 1435
24 14370 1590
5288 3556 1848
16106 9538 46
2950 8084 1451
5835 18706 1318
1179 19894 589
17424 15149 1474
6371 18573 316
13386 19456 1793
3522 2857 1640
16457 6992 1625
12735 19188 1345
16914 11347 1530
7683 17835 638
16666 7280 96
17477 10709 535
10731 1633 686
4599 12749 1425
12239 10770 499
9447 17546 750
14060 17874 496
11657 8316 1313
906 451 510
16613 7207 819
17460 10046 940
16722 12368 1435
13828 15891 188
12513 12059 734
1881 5829 687
14141 352 1736
443 38 1129
11137 1232 1087
13622 4967 1470
12745 1012 1086
10206 14301 1197
19042 14532 40
7796 7870 1337
16029 966 1608
13709 18860 847
11743 3933 881
176 2556 1318
11632 9827 193
393 17898 201
625 2991 1113
10956 16392 1632
1795 7579 1270
10717 13996 586
6849 7880 1408
11521 16647 1745
19566 1343 1501
5894 7621 453
4974 17984 444
14694 7500 918
9728 3928 160
18418 15168 1069
274 4105 106
19930 13116 453
16650 15356 1452
19176 5900 403
572 18871 1150
6822 9944 1418
2108 1093 816
14595 3910 758
10827 9334 232
4117 1382 188
11596 16759 95
14259 16790 209
19230 3840 571
14211 4118 1126
13690 13648 1786
5228 3448 626
7377 2364 1504
14640 3729 349
5621 10471 1335
14193 7391 908
14164 18462 1709
19784 14323 1264
13494 17691 1617
6266 416 1230
8065 3038 1090
6733 15537 1
16676 11787 823
12959 15568 10
18931 1967 217
3745 8268 1962
5090 13499 525
3676 16877 1265
16250 10084 315
9590 6748 1295
1124 1494 1323
7328 5820 589
4340 1324 1241
2682 9666 550
5669 16703 1165
12364 10293 368
6013 14420 29
16884 7943 689
7699 2507 775
9002 14480 530
789 11412 393
9283 10778 462
16704 11234 1945
18128 17660 1619
17649 2395 283
674 10155 1666
16214 15314 1042
12460 12211 432
16588 17443 219
7113 8554 255
1563 1982 894
16550 15463 1035
10234 17728 216
13187 3474 1603
5281 12277 1197
8542 13974 594
18310 19038 1980
11267 7294 513
16024 15392 700
13881 347 1869
7255 9311 778
19571 18809 1481
13774 8697 189
11294 18523 878
2568 13132 386
19550 1268 1125
1183 12307 515
400 6590 1568
6739 1456 1156
15942 5494 1131
6410 17664 137
11113 18078 1749
7079 11256 403
13097 14053 345
9100 4133 1634
13722 12699 1669
11920 4875 1405
15508 2857 1155
14615 17433 539
328 10980 1188
7075 16588 1430
19074 234 148
3571 2011 384
5817 17215 622
18126 891 1851
8345 9304 1215
5567 13885 261
603 18774 1523
9358 8723 524
3818 15198 174
3749 1535 237
5691 2284 1722
19825 3790 1447
10241 7678 565
9385 14067 1203
9416 9405 1093
2292 13486 909
3624 4521 1160
12709 19754 662
6207 16675 841
3376 17053 1590
9021 17916 493
476 7723 1862
14550 3342 262
8961 11861 1664
14389 15632 583
8908 15993 370
4015 15015 1860
15289 10262 1569
1467 15951 1782
5279 503 593
15375 12481 1126
1527 1209 1641
13266 8487 1972
12846 9247 697
8251 1398 1295
6588 15666 1411
5646 14232 306
10288 8837 1241
15198 16645 1331
4146 3150 187
2005 5074 1629
4262 9067 839
8477 5725 1776
9260 7613 1540
10750 11364 245
18083 17151 471
4210 7537 1973
2042 16629 382
3622 1292 1655
863 8114 1796
12640 18947 1032
19061 18518 306
3041 12393 1393
9243 11283 1673
1064 7615 767
7540 12901 1845
1412 14113 84
14121 2175 556
14213 547 1701
9578 19521 1509
14146 610 1072
9857 19511 979
9252 7330 1733
17660 17446 802
16346 11036 564
9739 19868 423
959 18674 813
14108 11013 269
10766 10425 289
7295 18277 1997
11215 8471 1930
9044 10953 873
19136 1680 1610
277 4508 1871
6541 11142 1639
10178 16642 1877
14868 14832 306
10538 1048 135
10776 10250 702
4171 15883 297
17510 9303 1589
82 14640 765
14300 1771 816
8412 972 1211
3870 13963 1249
7957 707 121
2571 14316 825
19068 8492 906
8043 11557 1115
8547 3079 579
5270 18914 250
8415 5736 1751
6905 19380 1484
956 9360 811
14125 17204 958
17464 17244 1613
6796 13437 645
7149 11948 522
16834 9281 770
5931 4657 1206
12219 17321 515
2989 15725 496
14770 10535 1609
9751 7436 241
748 18820 14
6906 7522 1270
17086 946 1494
5990 19398 195
15023 7676 1596
5053 6881 1269
10844 6888 499
12205 4111 1231
13415 16597 1364
317 1662 419
106 5037 1596
9149 5010 141
3015 11404 331
14518 5946 836
11228 5122 466
14452 1854 451
1063 4414 1375
14862 4848 980
1823 8948 1070
8751 13969 895
2779 13764 1363
15202 2107 253
14430 14122 1396
5859 17400 853
7601 12499 1798
19450 3446 109
1615 8709 202
15705 14688 71
13591 16909 1806
11711 12461 1110
6545 9766 1003
7297 18468 1478
11627 14260 350
2702 2276 1912
1163 2143 1911
7783 6904 5
9902 15374 1165
4963 3781 1040
17258 2376 942
19139 1635 759
6337 1692 77
19246 11016 822
2042 6257 1503
1974 8742 680
18958 17028 1354
11387 15742 355
7158 17822 917
3483 4532 382
24 16407 1020
10334 19813 695
7509 4561 1814
5376 19263 164
14110 5917 1115
4669 18047 1278
3858 11762 244
434 14406 1123
15674 1088 1166
15575 1591 138
10507 4620 1543
2207 19162 734
14513 14343 1628
11257 16283 339
1856 18211 546
13539 68 1669
8015 1058 935
8963 19930 1829
18626 2976 54
2077 15044 1806
17883 17314 784
19364 1680 548
7580 14034 1258
12618 518 1254
4855 5690 1557
360 14847 986
17436 18738 347
719 11143 1739
2021 9434 1672
7430 19584 707
1394 17107 672
17629 3041 1771
13650 9784 250
16025 9034 384
17446 18173 5
11453 15680 335
17605 16273 854
18128 9995 423
1941 14548 91
7091 1846 1070
11416 114 1805
1980 4621 77
14207 8340 1485
3035 7288 1035
14564 3592 523
6339 7472 1308
13617 6520 1758
13619 2226 1633
19516 9492 1947
435 6793 203
11306 16444 300
1176 6192 1707
2987 9695 1236
6911 14809 1628
786 2040 1623
8148 16216 1426
17549 4194 402
904 1099 1884
11919 10545 1081
7703 10299 1522
1996 4616 587
12244 17024 846
13555 923 1458
18036 6633 256
1118 1955 648
9468 15520 1277
5066 9578 1789
3653 4176 337
3037 12553 972
17934 16591 989
3087 514 115
19271 9991 743
11145 579 1083
10646 11830 456
11629 848 203
6413 9527 859
4238 2636 1604
3786 5412 1883
9125 19060 1307
7471 9960 652
15040 4 372
796 13184 214
2979 6511 569
11258 3185 1842
8442 3729 1737
19263 14736 224
8420 18742 568
6759 3489 531
8140 4388 1157
2622 1390 700
17350 17388 985
15559 15872 1323
17125 4681 1045
17122 1823 67
8526 11550 1776
9224 2102 352
15547 11113 1248
13742 10460 379
13633 9966 1562
19248 15583 1569
5856 15933 596
18705 3657 1803
15614 9049 960
15591 8638 1462
17270 8589 1134
17145 14920 1965
6088 7193 833
7976 15241 996
9888 17201 527
12427 6949 90
2925 6137 70
13233 16131 157
11115 5241 1840
8687 1086 1112
3515 10423 101
15707 18747 1188
12789 14212 877
16564 8401 169
16888 7542 1399
1626 14683 443
1506 11210 371
17661 18453 207
4367 16766 1063
10580 19790 714
14608 15263 1108
643 15652 1094
16633 16244 1760
14398 5544 40
6846 10009 1407
17688 4453 646
5671 11814 953
4698 11544 1125
9909 14676 119
18463 8348 1096
11416 19804 690
13941 14295 1618
16204 552 860
12468 3619 997
4280 19011 1096
14423 3380 987
385 11662 958
3772 15714 861
19263 13072 301
5168 4996 1519
1938 9802 1765
16788 12216 969
16063 3037 1871
13159 12764 1725
14109 6683 62
12143 7624 7
7437 6139 1205
12768 932 352
2815 9033 1603
8848 1428 729
4638 7123 1464
12711 16072 1529
7756 9490 1987
7130 4143 1615
3412 14201 1772
7964 2215 769
2673 67 932
2416 18080 1781
16373 7608 571
8485 5352 521
3630 15343 1863
14694 414 848
19294 50 1458
9047 6432 1168
10046 3726 1721
13139 6235 1070
17150 14790 1540
12131 11061 1685
17507 3895 731
343 10423 1797
8327 15770 526
17869 17124 736
4551 1333 1032
13769 4662 1633
268 422 1622
1277 9496 435
9723 3507 1978
16623 13013 690
19816 2785 1953
14756 4133 718
19012 3949 623
17495 231 1925
10394 4238 1526
8252 3535 682
15332 11617 1288
3301 1212 1273
10123 9280 1254
12171 7839 1408
1737 14103 675
10390 13517 1708
6001 10821 1248
15962 6288 761
17440 19255 1573
9691 6918 470
3892 3718 820
3025 12620 1378
15513 12182 1887
6206 10549 881
7927 8161 948
1594 4349 1058
7585 12837 1540
18054 9199 1792
16606 10443 515
6784 4848 2000
1800 11499 781
803 17617 483
4149 15154 584
5926 14161 1853
3952 3648 1037
1561 10445 608
9079 17283 1819
13281 14448 1114
13291 9013 1021
5952 2475 1909
3599 5052 125
13814 12892 1347
18383 8530 945
8561 14583 1438
2296 8905 1265
8476 6019 678
11651 19359 1761
12193 8555 538
8895 15175 323
12067 10374 1819
509 20000 1428
9939 7738 1008
5935 16238 226
16209 5812 1745
14282 19505 1202
10752 5679 1178
6221 6392 751
19841 6572 26
6602 10062 1856
6258 4932 649
19349 2650 80
9797 4847 1669
1559 2966 1269
11542 2575 1379
13025 2846 1460
4130 18456 229
2619 18728 153
2256 10482 30
1901 2030 588
16360 1782 1672
19238 3187 933
7170 2504 1432
2868 10262 1784
7815 12339 1663
17109 8181 1844
2909 7261 952
17914 5299 776
15864 19957 1868
18280 16257 565
14634 16970 1830
449 16238 348
11700 3740 1258
11304 13186 1141
16034 9565 1966
10161 15194 1339
4995 11738 730
15499 11973 781
6870 9639 273
18700 1323 1177
10666 10006 1060
11936 4555 1725
14593 17709 878
10368 16783 1808
10566 4793 959
7645 6069 1831
11552 9680 111
5132 17883 509
18139 16628 1053
8009 4369 1684
22 1915 1070
2085 7061 1371
18214 7013 1932
9653 11082 300
12357 8805 1190
8651 17541 493
2764 8656 1678
1094 16691 270
3527 10418 1298
13754 16024 1771
7809 7875 1150
10818 13572 756
14337 6714 292
