1000 10000
7568 16111 17089 18625
5081 5995 16408 16424
4790 12974 7572 13911
17783 18372 18978 19119
14530 14116 19158 18372
12484 16873 12997 19018
19313 5512 19376 15535
10140 12222 10541 16852
16398 18209 18824 20000
17431 3487 18363 16255
19340 17365 19537 18335
9891 19747 14815 19841
8405 18015 16338 19354
16122 2097 16675 12270
14667 13581 15047 19143
15175 4199 17552 5990
12394 7841 14914 11013
4149 11026 5910 11603
14110 15179 17516 16866
12762 14131 14265 16185
12462 15456 16779 19594
10386 9135 14713 15032
12873 8161 14200 15142
2290 10774 10724 12182
7660 13782 19687 13969
8499 17872 18311 18082
12580 12489 14057 12839
3163 779 6353 15724
4753 19578 17125 19810
4370 5974 8257 15184
6850 16967 10286 18109
4392 12181 13371 18127
13710 443 17166 4669
14090 5342 19959 12709
7201 10663 18567 15569
5207 11617 12382 15052
13620 12075 15247 18222
12649 3964 15158 11944
12230 13767 14058 18876
9589 5470 15471 12867
2152 19975 7015 19981
3178 16660 18466 17043
2538 6534 18793 15019
17086 4879 19616 11549
8095 16334 16862 19848
2868 15247 8059 18989
3421 10506 10960 11076
4582 11682 8160 14092
9195 2939 16934 14455
2963 8257 18779 13686
4426 6195 15150 11774
3509 14348 3726 17496
14900 4109 18128 18350
18255 13718 19962 17730
15865 17599 18315 19967
3716 825 8269 19807
18620 6277 19240 16515
18886 8023 19884 16520
12058 7791 19026 19675
17869 13499 18094 13744
4986 409 11359 4519
5553 5598 17507 6231
10980 19027 11068 19246
4009 2546 4472 12493
18169 14942 18966 19812
2072 6884 16032 18797
3360 2155 7858 15881
17262 9261 19643 10104
8136 18733 19418 19379
10792 14986 14915 17426
17020 8867 17420 17710
16247 12910 16900 13241
3911 14274 14553 18029
19222 2630 19779 13505
9907 12854 15258 13125
16820 1304 18546 3560
3901 18563 15125 19160
12224 2832 12478 5957
7997 14767 11487 19800
6299 745 16703 11052
1114 11356 4463 19193
11822 6774 17599 14865
12267 3480 18132 5255
9297 14496 18360 15873
19877 7796 19926 12003
5861 19686 11139 19837
9741 1361 19228 2060
19403 999 19984 2382
5831 10933 19889 18323
14346 980 16642 12093
117 17431 18425 18157
11916 19316 14338 19940
7324 617 8628 11132
17872 66 18658 6264
7803 12339 18202 19744
10441 13997 19298 18606
783 17830 7766 19259
3762 6546 16097 10533
755 18248 4876 19004
241 7027 13097 16321
14242 14319 19900 19876
16048 1614 19753 17464
3699 19214 5022 19614
13193 5472 17873 16979
7235 15151 16053 15851
2165 12455 18988 15378
4542 9462 9311 14132
12197 5943 16499 11952
10906 17388 18237 19100
16407 5753 19176 15507
13512 3441 14052 17764
10144 4130 11858 16576
12133 9632 12421 14532
3290 9817 7788 17314
9648 1669 17550 9149
10651 2399 18119 13283
11775 1333 13905 18422
11379 17212 15150 17991
6009 15056 13069 18099
4268 16557 13226 16974
12694 4333 15677 12805
18756 9905 19451 11145
18341 8503 19454 16626
8385 19995 15552 19996
5485 17097 11982 19370
8811 14644 13913 17024
9136 14177 19710 19982
11191 3633 18555 10253
6813 10183 8089 18533
3408 14115 17136 18222
19382 19414 19591 19460
2198 15899 9863 17239
16095 12045 19681 15131
14142 7971 15242 16421
6691 2517 11337 6841
3414 7236 16542 16113
18490 4115 19980 7279
7017 14040 16763 14210
19126 16259 19304 18039
15457 3705 17149 9654
6397 7163 12537 15464
19418 11932 19951 16198
18048 70 19259 1767
1927 6916 11428 19676
18048 10329 19876 19571
12490 14706 14023 16582
12363 149 14027 13972
9746 11211 10647 15225
5053 17322 10789 19846
18676 8861 18838 13734
19071 16177 19164 17130
12920 18825 18266 19452
15743 2537 16495 18593
2145 6017 6698 9555
4049 19588 15572 19993
2601 11234 3749 16341
14144 13584 19394 15034
16547 13817 18729 18552
19994 18144 19996 18203
1033 16951 14929 17403
2424 9714 3021 14609
3922 8458 10330 17810
13911 16395 15038 19391
13335 14900 18116 19640
12162 90 16012 19920
8113 14930 10172 18135
1113 5800 16083 8977
577 5226 8388 18109
11695 19233 11940 19513
13136 10267 14650 17901
7333 6680 11300 19784
12841 36 19145 8261
8185 18662 14420 19337
12909 8991 19348 9342
4490 7513 18525 13282
1369 9737 19475 18845
9526 11360 10192 15860
9201 110 16935 480
897 6479 1086 12671
12696 4819 13415 9932
16143 16994 19558 17134
15368 14720 18672 16505
10699 13329 12170 17015
5803 3339 16988 12821
15022 10982 18920 19858
15639 5721 18494 8280
17099 1131 17712 3587
13402 1858 15252 7999
5162 18629 10136 18730
15784 18930 19489 19041
5412 12890 10901 14167
7385 14916 7868 19277
4014 3521 19711 4329
19601 5773 19615 9841
11903 19504 17034 19905
11645 4435 12396 4895
4656 12024 18635 18988
15885 6077 18613 13238
15024 11560 15249 15623
6115 10507 18486 15061
15231 17330 17139 18991
582 5423 13398 10249
5829 13158 7216 13427
4559 3334 15380 9558
874 6120 6038 19960
2743 4151 6574 18037
6536 5650 7730 9728
13942 3005 15939 13740
4431 11879 19360 12163
5237 17118 5690 19184
150 1941 13487 7344
4220 14874 13215 14885
10527 13381 16853 13675
6801 2447 14813 17737
8521 3924 9767 18297
3649 13604 15762 17623
8780 3862 9506 15153
11552 1091 12409 1367
5033 11179 8223 12737
13059 4906 15954 19577
12928 16585 13401 16778
3240 12162 12210 17265
7659 4859 17756 13639
18173 15067 19573 15944
14807 8738 19350 8753
1382 13712 16225 18231
307 18740 2675 18881
396 1724 5945 12251
7087 6382 9270 19806
902 596 18650 5469
15146 10826 18685 12807
4985 5255 18395 19091
6797 16730 13869 18212
12188 12729 14449 15354
6298 12994 18779 16648
3337 11406 13672 16288
9362 10666 11795 15582
3574 10990 15229 12980
18799 9090 19339 11289
11638 1248 17250 9320
13092 17794 13893 19138
5114 508 14382 2059
549 14479 12269 17830
4413 887 12379 8603
273 13758 15079 17976
1738 10558 10555 12614
18602 19436 19505 19727
18766 6915 19725 15949
17113 18167 17751 19139
2349 8622 19039 18651
8982 11978 18712 12034
18482 1922 19789 7230
4988 14664 9138 19153
9354 17477 14392 19451
1474 11173 10825 12472
19079 17197 19616 18171
4482 6020 4699 11644
5856 15083 6165 16128
8391 19556 10751 19941
15485 19604 15764 19865
10448 1126 19459 7156
14223 6152 15862 15025
7198 7314 14075 16610
18562 6521 19318 18883
13488 13191 19789 19323
13740 16277 16703 17566
1578 8165 9246 14687
6861 3726 13364 14917
16524 449 19289 12739
12431 10350 18789 18835
7833 8989 8297 9969
11156 12475 17208 13615
7544 3666 9811 4863
1044 5810 17683 10978
10839 19092 12780 19838
4646 3041 9762 10855
7274 4830 16847 8264
7376 2429 8226 3997
2495 14765 10415 17213
15181 15804 15287 15852
2672 13056 7221 17041
11185 18295 13121 19658
9831 7406 18538 17016
893 4835 8512 11355
6620 7038 16474 18040
16711 476 17704 3378
2277 11877 3499 14689
10189 8708 18702 17206
15295 12780 18497 14789
2976 4488 14039 9385
4427 14634 12735 15225
7240 12576 14771 14799
3082 16761 12868 18151
11150 3344 11973 10329
2482 8526 3515 13094
8678 5445 19100 10587
12621 1460 15535 14380
72 15975 6575 19214
4521 950 16016 12669
499 14030 18419 17874
16505 16131 18731 19425
158 14311 10215 18542
17021 5035 18941 10804
19902 11083 19989 16193
9662 13985 19638 15429
8133 15152 15887 18081
14423 19781 14487 19924
2294 6108 8252 10771
17179 14088 18547 14215
1556 18717 14950 19516
378 18522 5151 18597
3536 2984 18241 17745
8609 7245 15631 7684
8113 6438 15792 19902
10198 3494 14375 16283
16447 9544 17291 19976
16547 10559 17432 10628
10790 1089 17182 19260
19339 11191 19370 12887
16025 13492 19135 14089
19834 1515 19972 16115
19117 16009 19970 17861
12674 19922 16355 19971
2606 18409 16651 18679
5892 6206 11212 18645
9112 8256 16630 12184
135 2106 11380 7273
4562 13259 5182 15456
17980 6360 19073 10970
16612 3643 17726 10143
14052 4638 16034 18436
2505 19763 8009 19765
306 836 14285 14404
14849 8415 16540 16992
4713 1918 15783 4520
16373 6600 16823 8707
19495 9098 19998 19409
6821 7263 19039 19359
6586 10564 10535 15830
10661 15663 17747 16418
15397 223 17230 12600
1592 7359 7251 18471
10273 15332 13693 16298
5436 16377 9298 17022
7387 798 13686 6451
16015 11658 17387 16095
37 2304 3331 9972
12742 2873 19800 14909
13879 7668 18092 8076
112 8723 15839 16725
15243 14318 15336 16534
991 6030 16735 14090
11953 3657 18806 13077
1166 16042 9720 17661
14191 19625 14846 19783
1863 12711 3691 15679
8206 16127 16423 17276
18398 17573 18817 19946
17173 4878 19231 19669
9988 9523 13045 17168
2686 9973 2756 10698
9981 12074 12986 12658
6268 7214 14090 17871
18225 16415 19332 17312
54 8842 6477 19153
1316 15371 19221 16044
13800 11770 19845 18045
1336 19245 13615 19353
7431 19973 14955 19990
14753 16382 16471 18855
18432 5272 19321 14503
6815 6879 8741 7649
4911 16349 5831 17256
7358 13980 12881 15108
1838 2151 11366 2286
17122 5445 17127 12598
12649 19513 19439 19782
4976 9183 8462 19096
10383 2615 14301 2830
17481 2047 17735 12969
4144 19801 9382 19875
18723 2096 19120 4633
15336 12144 19014 18851
3403 148 11509 8533
17001 19223 18855 19902
12980 1860 19502 19627
14593 5057 17796 7963
10215 8416 14089 12272
8930 17775 18502 19117
6774 11115 7966 19577
15008 10849 16711 11792
17809 2784 18551 4658
15591 18309 19179 19463
15814 1109 18383 5970
18922 11316 19416 19800
1853 10126 14549 17700
2817 15102 11072 17392
17781 13997 19575 14529
18110 5352 18776 10230
18659 613 19355 3515
18584 6109 19391 15107
17639 19914 19183 19985
4142 7890 17772 8064
3365 12903 3846 16959
2201 331 17436 16594
9561 1312 9688 8582
13827 16527 18716 19078
1179 11061 4592 12966
9049 17650 14054 18463
17075 5010 17675 17805
531 8829 9579 17875
2066 4613 8640 14277
11316 19175 11935 19493
3725 2651 15270 18783
13203 19110 15299 19518
10341 2884 18150 6970
4514 6950 12771 13457
16763 7602 18779 15898
17152 6993 18376 18075
8965 17170 17561 19189
9772 12136 18746 17586
4331 11422 8005 11496
17250 19840 19071 19932
19272 292 19645 16882
15106 666 18821 8724
6404 1855 15613 12501
11604 6583 11753 17473
15912 3194 19322 18994
19016 6175 19376 14952
13730 14079 14584 16189
13069 15398 14239 17498
3473 4714 15730 14047
5099 7877 5554 17697
19974 6141 19997 9850
893 18543 7429 19911
1491 12170 14993 12244
17221 16856 19813 18071
18370 1428 18863 12470
14967 12569 17519 14251
12710 17444 19137 18012
2529 1660 6902 3841
6556 17394 14281 18624
3194 7114 10986 8669
6961 10517 14974 15529
11877 2982 16367 13228
18213 7925 19864 12846
7649 3796 14972 18046
5767 10250 16186 17432
6410 19077 16773 19733
11831 12356 12527 15349
11618 13212 13079 17819
12295 5623 18524 9527
19965 12351 19989 12384
12821 129 17031 16943
4802 19604 19782 19678
1755 5573 12371 15097
1669 122 15969 12639
6242 8440 10218 12752
6925 18764 7028 19784
19487 10531 19561 11865
6597 17226 18852 18292
1667 19325 14115 19577
5017 8784 8266 18535
540 9920 9201 15462
3449 16771 18035 17755
10947 15479 17170 15850
17180 4806 17497 16894
6108 4814 18377 7065
12208 11713 15383 13630
12032 17970 18898 18919
1190 16270 13320 19462
15315 9354 17630 12024
6477 14753 7030 17238
7155 11092 8513 18803
12460 11192 16230 16010
19329 14376 19816 14698
3925 4655 15837 15790
14393 10050 19177 13639
15806 7944 17801 19762
16727 6219 19810 16524
16658 10266 17831 16191
7261 14629 14078 14723
13387 1684 13902 17616
18062 18968 18928 19212
9067 9784 17907 12935
15452 4184 19357 17180
11859 12271 15270 15232
12085 10307 17431 14285
9868 10200 9908 10380
215 11123 15780 11259
13812 18430 17526 19848
2598 9603 2799 14980
17368 4146 18468 12572
7420 4974 19055 10148
3318 1039 5294 15514
5849 2019 7343 7699
12926 4009 18456 6920
13179 2583 14338 7921
765 5658 16310 5864
15738 14938 18351 17376
4328 8634 5639 17983
13938 9932 15662 16222
9817 12434 14004 19773
18116 6045 18216 10595
16729 5479 19529 7659
7077 7779 8825 19977
6053 11569 12342 19331
9238 16906 18392 17144
6042 19597 16121 19671
7610 9022 10453 19408
15824 4973 16341 11887
10311 4821 13280 16835
7993 9938 12715 11689
262 4303 7408 4880
2943 1667 4515 13921
3035 5739 13594 15477
3322 18611 11614 19556
14727 13968 17473 14738
2074 16300 9106 19126
13961 5205 16819 12783
19897 13248 19967 15892
3573 17873 11098 19006
15129 535 17672 17848
6856 14810 18688 16965
6019 16796 19602 19030
5463 13897 14020 19446
570 673 9245 1795
8998 11912 15875 16529
396 629 16393 4912
3885 14283 14812 17721
1801 13388 18317 16952
9678 8780 11419 17782
16264 716 18313 14466
7700 8539 12749 16830
13431 11508 15924 13074
18246 16420 18337 17134
2643 4264 6396 9940
9468 5962 13166 17244
14719 19634 18273 19937
12123 1929 15123 19764
14207 12514 14606 14899
10490 11461 13281 17961
9954 13634 14798 19796
116 3171 9524 9042
18617 13933 19593 16029
10260 6282 14693 15297
3691 15288 5240 15564
17339 5125 19556 19422
16790 15665 17569 18367
17299 1773 17596 9141
13605 8010 19776 16872
18643 9602 19744 13636
5776 9510 17130 11444
11810 17759 16030 18227
6873 4982 17701 10705
7299 10542 8380 10706
631 1128 17660 12483
6301 1255 10855 14126
15119 2396 17046 8242
19114 11986 19356 15121
10153 9356 17487 12387
5493 19714 18820 19822
16532 15786 19314 19001
16078 6403 16580 10423
18445 785 18632 4916
8948 18711 19204 19033
15769 3379 15954 18865
3442 15764 17970 16008
19371 6159 19576 15001
14794 16194 18113 18157
1563 3582 4945 11793
471 9436 19150 11806
15914 17390 18390 17978
15097 10048 15981 10641
15481 10278 18164 15170
3007 1818 15120 16994
18926 5644 19409 19393
9433 7030 11864 18481
10281 19945 17605 19997
15360 10307 18136 17241
14948 9959 18210 12517
16010 1481 17642 1915
8201 5620 17933 6828
15505 926 17561 10833
10312 19498 14862 19667
7400 5801 17676 12928
4572 8627 13885 17984
1687 13272 13981 16356
7178 5837 10134 18922
8730 17943 18675 18558
3752 12114 12513 15590
7649 6647 19149 9990
14672 11201 19517 12366
8913 813 10265 17106
11551 17315 19978 17686
11177 17224 14911 18928
15590 5570 19716 15330
7652 17098 8590 19635
542 7764 5179 12932
11953 4870 15920 19437
504 7465 18632 8858
13648 15902 18843 16047
7741 10294 11761 12264
2071 14226 8239 16075
2088 464 10130 13037
16232 1066 17125 12962
14605 7457 19340 8534
17290 17294 19017 19883
2827 15997 14764 16033
19558 15430 19634 19726
10 9266 13381 11808
10145 1391 18688 19406
9991 10189 15611 14226
11935 3567 19906 7618
16586 16561 18207 18366
12083 7797 14576 10072
15204 19047 18382 19485
11059 19947 16447 19991
5636 2401 13486 18226
8646 13380 16719 17736
9196 7032 16834 19765
17002 12087 18460 15184
8413 2597 10475 19391
18782 9081 19300 10526
7128 7382 12333 11497
10942 622 18255 16508
8206 1921 9054 5192
11314 19973 13545 19975
3770 8557 8967 19478
13739 10660 19315 19189
19283 3543 19315 4953
17609 5737 19306 13373
9224 8612 14890 9601
16142 15582 17256 18087
9553 16397 10580 18335
12366 8644 12952 18143
13639 6460 14232 10156
5920 5098 11656 14025
6127 7796 15105 9732
5779 2809 18659 5000
15929 5181 18290 13079
14215 9744 18870 15044
16851 14233 19202 14355
2967 8639 11900 17227
19088 19967 19558 19987
16663 1647 19650 17100
17276 12959 18214 19413
16425 4720 17648 9285
10371 11416 16548 15237
2037 19116 7688 19296
12860 1459 14911 19239
12413 3882 17629 14411
17751 12911 19847 19077
12356 3789 19504 10748
11060 3034 17844 13884
18032 11183 18836 17144
15229 3366 18564 18620
5410 16337 7700 19069
1316 19063 18450 19575
5483 5161 10445 8171
16520 16614 19385 18142
16014 5798 16691 7160
11057 18837 18450 19426
9027 12973 18034 17843
16994 2317 19935 13297
3427 8832 5228 16038
8062 11101 9148 13094
9390 14990 13286 19251
19062 2194 19271 8312
15834 4066 16151 5758
8662 6985 18731 12876
4799 17555 11763 17556
12472 639 18334 17684
15387 2043 19877 16834
3424 2214 12251 8457
14888 1465 19067 10195
6642 1413 8132 14898
8978 10500 13370 14860
13162 16409 15057 18842
17542 19535 18091 19968
340 11017 12999 16978
9893 8678 13637 13696
7909 19794 18255 19936
12341 7664 13407 16374
3766 15521 14897 18806
17040 9329 18042 12217
16581 12618 18746 16321
15621 8338 15861 8842
1654 18151 12556 18252
5191 2147 18971 12223
12593 17525 15092 18142
19470 9188 19512 15622
9271 1365 18995 4389
10318 14433 10786 18839
15581 17466 18231 17841
8522 2396 14831 5432
12379 10583 15977 17204
8557 3045 14037 8968
8833 10667 12094 18522
749 11312 3037 16744
16163 7605 19592 9297
12252 5394 18479 11409
11696 4817 18276 7037
14898 6002 17389 9394
716 17553 17933 19937
10115 7015 17689 19616
18344 17211 19260 18699
4079 16874 18487 19038
529 12871 13213 14778
10194 4395 11341 6604
1343 1213 6573 18150
13500 3265 17807 17713
14283 5289 14963 19438
17050 9351 19602 13386
19620 8892 19866 10274
19829 6610 19978 13305
4488 2468 9576 15489
2528 11664 4026 15946
4741 10880 8971 16607
149 2554 12201 9907
19480 7377 19920 17428
14016 6495 18396 15614
11656 5936 15632 11964
10118 16933 15502 17310
11397 7394 12518 14038
3209 4992 7155 13017
11223 13013 12458 18465
19624 14085 19737 18019
2586 8219 18126 18298
17065 3579 19061 11472
6296 15992 11148 17414
8183 1872 11546 11725
16544 6923 17662 8475
7908 14450 8053 16294
2585 15992 10268 18811
13221 4050 17311 16035
558 12621 2363 14058
11305 11652 17884 16593
14734 17824 18216 19551
5835 7794 12008 14257
14627 19072 15831 19513
3337 17907 7608 19988
11668 18009 12111 18950
15389 8107 19857 8561
18631 7038 19011 19046
13226 12802 18117 18314
7465 16828 13318 19918
6183 11061 12332 15783
1648 12295 17129 19791
12956 17851 13317 18960
13773 7377 15209 11853
9150 16587 13540 17691
19799 9563 19807 18087
4525 17933 9615 18790
729 1822 10261 9915
6913 10373 9413 18300
13503 9171 16329 17645
16303 17262 19860 19854
548 10659 12745 12201
119 4411 4809 6144
18829 13704 19078 18825
3456 13981 15745 19363
10676 582 16084 2906
5645 9568 18429 10528
7227 17985 14369 19999
11881 13154 19770 14042
3918 14807 10679 19618
14455 3482 19415 10080
12548 11470 19789 17214
13239 5339 19209 11089
9963 70 19785 10616
8106 14447 13729 17489
11730 10559 19656 15354
9266 8419 13172 19946
14801 9785 16141 16693
12659 14644 14625 15892
12208 11238 17691 14718
14824 17539 19963 18553
16617 3398 18449 7521
18168 19238 18528 19713
13007 13330 16143 18793
7729 6204 16734 18991
11304 12434 12207 19727
11207 11998 12821 12854
6512 7862 13181 9111
6108 7793 8180 8408
1708 4741 15954 7495
12449 14657 18420 17135
10953 7322 18725 11379
9530 15581 18275 18573
8248 19070 12620 19411
15988 2163 16704 9206
5153 11733 17858 13767
414 15026 16179 19424
12354 1001 14986 10284
2987 8037 18803 10903
15643 966 16663 18044
4016 754 4457 9645
12476 15344 16343 19228
12297 11089 15351 13168
2978 16462 9476 17157
18456 2390 18628 4523
8851 12881 12924 19640
193 7202 14228 8998
8279 14467 19706 15099
185 5901 2184 6676
12624 16275 12775 18864
10689 16248 19409 18990
461 12560 12090 14657
17292 16471 19868 17220
12416 18459 16014 19971
804 3354 19595 11253
12643 4883 14875 7078
13957 6017 19169 14979
4090 11990 16957 14651
13505 7941 16193 16842
10238 6822 10884 17706
19740 13362 19898 16592
19182 5066 19967 6132
9950 185 15313 17685
6059 12661 19065 14700
14518 7278 15470 18687
2651 8790 4790 11214
4862 13022 15631 17858
18791 15828 19030 15911
2417 4615 6818 8896
8112 17003 17351 18050
15776 10046 19020 13210
7481 19020 19836 19802
4692 5692 11888 16059
18094 5978 18450 12018
13804 8742 17891 16317
1644 14761 15674 16550
18840 2025 19638 14039
14438 17626 19428 19513
10037 8278 13127 19609
3080 1939 13251 6546
10139 13176 15963 17230
12116 11592 13042 18897
502 14225 8243 16010
5632 3770 5842 17153
10399 17172 19684 17331
8951 17554 17186 18381
1182 12344 4749 18434
18711 4184 19399 19098
1102 7273 15939 19465
17466 4126 17968 5296
878 5799 1016 19252
14947 13806 17825 19803
15984 2733 18091 13312
11470 17169 17970 17653
6251 4455 15657 8552
4908 7481 5155 7916
12526 3422 17103 11886
13042 380 16832 19460
12428 13713 15451 18135
14992 19596 17199 19918
16420 5163 16872 11136
10330 3517 18036 6620
11893 6216 15374 19085
1047 15379 19265 16864
1687 17388 19296 17962
8634 19771 11560 19942
14973 425 15043 10161
1549 10250 18274 19007
19824 6011 19959 13510
19710 9764 19813 12574
6722 14028 10795 14822
16902 14155 19155 15237
11826 4691 19861 14700
7739 3375 16662 17637
5237 8370 15372 12715
2748 3116 7628 13141
801 105 19728 2162
15184 14068 18985 17880
16069 6199 19770 7113
11562 12698 15838 15340
5858 10014 17383 10069
14376 15970 17626 19178
10050 275 13010 362
8336 12293 8405 13492
19756 14991 19808 19495
11679 19390 15045 19514
2514 2072 9901 3101
2466 4092 5385 16240
2066 12001 9059 12521
13641 2900 18103 9134
8644 5929 14594 13382
7587 6419 13831 11655
9150 19163 15291 19182
11354 1970 17760 2207
13218 2177 19857 14465
10967 14425 18872 19524
16488 13005 18481 19346
5188 16321 14794 16441
15950 4107 18261 5675
17559 8703 19980 18274
17653 19937 18282 19952
5005 17582 11096 17798
9423 8268 15746 14510
7743 2883 17879 13968
5569 17971 6847 19121
11259 2266 12980 18998
735 7814 18404 14560
19479 7994 19727 16516
4409 2253 5256 15365
5785 19551 13179 19598
8035 2734 10675 19546
10373 1274 18889 15721
12127 16127 16346 16909
908 19863 2354 19995
11815 16794 17063 18248
5208 7222 8692 19048
7559 9336 10184 16293
3449 6024 11211 17632
17610 486 18681 2256
4709 9764 5019 13278
18772 18844 19550 19348
4280 18987 18966 19020
17985 19521 19568 19714
6904 19352 16071 19751
15323 7659 16056 10943
7885 1055 17368 7303
17957 8322 19749 8589
937 16563 4152 19907
5570 15441 7844 19795
8046 15129 9684 17576
6065 12 18918 18229
14077 9954 19670 19660
4980 19396 17944 19782
6209 9082 8805 10447
16253 4001 19679 15671
3172 13089 5754 15511
7229 13357 12898 16782
5394 775 9638 18884
2630 17661 6465 18002
15753 19586 17120 19662
16112 3074 17096 3543
6736 10676 10457 11046
17598 3657 18067 8379
14279 10245 19229 16770
744 12471 7468 13445
2819 12564 6865 19744
10668 18191 16550 18627
12404 11835 13136 17664
5547 14839 10831 19644
14661 6408 14762 12010
10062 2851 11505 3685
16680 19066 17113 19446
10654 3067 18613 14541
17821 16386 18767 18702
1832 8713 15580 12913
11414 11227 14642 15905
9652 12332 19983 18432
4084 6092 11719 10039
15266 16158 17374 19408
19999 9705 20000 12849
7608 8984 17584 16382
4386 12224 12973 18322
14224 966 19007 18299
14302 6043 19844 9338
12104 17538 18034 18532
16498 3224 18956 11831
10017 775 15666 6060
4370 3691 11851 18450
1606 10828 17813 11776
11270 13564 12146 15341
8743 14981 15137 17937
6829 3896 11527 17871
8709 13864 9771 14110
6372 19278 8466 19709
8983 10992 15246 16663
1176 10512 1346 15583
1171 11232 8671 12162
14573 17040 18933 18711
9306 7515 14278 8636
19229 4825 19907 12976
17632 18739 19627 19210
16577 12996 17022 17979
19239 16220 19981 16821
18003 19851 18395 19969
3275 13194 19008 13576
8632 1758 11584 18451
16478 8684 17585 16891
18138 6864 18610 13175
18664 16751 18934 18364
11375 1676 13244 18986
8428 15936 19935 17071
8019 3933 18210 8735
19853 6085 19877 18123
12597 6383 17110 15940
19576 3340 19589 14834
1716 4746 15403 5679
12179 7699 16858 9770
13964 1161 14262 19504
2008 9970 5016 10866
7938 6381 10990 14020
18841 6706 18884 18233
4509 8347 18569 18065
8518 7951 11721 15518
6137 17994 14121 19632
14720 11394 16602 12350
8845 17238 11987 17552
12370 5694 17883 18974
3479 9559 7296 15535
12514 8967 17719 16768
11206 16832 18625 17743
14386 7789 18556 16822
9816 3459 17040 8375
15912 12631 19523 12635
1846 14340 13022 18672
14853 7530 18323 19226
2454 13950 17848 18117
8170 10996 16721 14522
10363 6397 19617 9674
16650 2621 19411 3575
6705 8286 18149 12555
16818 7403 19361 12865
19951 14436 19976 18296
16126 13909 18097 16737
14708 13928 20000 17315
8385 9623 10723 15092
2821 8641 10890 16877
18159 10166 19005 19538
18780 6027 19199 16252
12742 16665 13613 18311
7303 18419 18862 18509
15754 2333 16376 19867
3702 16881 5112 17047
4473 18762 6892 19590
15265 6735 16091 13484
12617 3229 19879 8445
19027 371 19985 8282
17112 17385 17972 18230
7559 14179 11094 19044
17415 6616 19527 18580
6821 2753 7661 3856
3380 9121 6013 13465
1640 2845 14309 16426
14861 8710 17678 10452
14103 5217 15178 16972
2247 17739 3681 19737
10054 12131 13882 15519
9149 18876 11761 19734
1002 12119 14610 12481
640 17253 18235 17718
5025 17863 12314 19528
15821 15513 18358 18523
11712 15325 14824 16985
8581 4964 12147 9217
4892 293 18223 1460
2555 10369 9756 14613
6314 2183 19912 10654
10648 14861 11741 19155
10364 12161 15805 13385
11601 6070 12122 18289
19738 12744 19885 12778
5757 13618 14563 18853
13905 878 18223 7411
1416 14756 19362 15964
5100 12374 7000 16056
118 4981 9162 7320
939 15239 17119 19475
5293 10738 15123 18057
4580 11331 14542 17959
4378 10991 10855 15335
18146 5683 19375 17536
8831 4964 18047 18058
14472 17780 18583 19667
9367 9586 13359 14171
9066 13850 9727 15849
2369 4166 15727 9632
5574 15298 14921 19059
2217 14332 4502 16682
16938 4066 18780 4540
13859 10607 14835 14321
10762 2899 12264 7801
1587 13834 5425 18611
18469 9731 18533 16746
12402 9051 16221 15318
11080 2063 13904 17892
18833 14976 19169 15933
11953 16619 14601 19859
2248 14491 3193 18163
15634 11927 18100 16334
11433 7873 19954 11769
6346 3693 8652 19309
8919 222 12239 11401
18558 9995 18628 19833
8102 2992 14988 8588
7431 2260 16256 16660
843 4132 14787 16021
4142 2901 14781 6251
8463 3331 18831 18552
9889 7934 16037 14141
13243 13915 19966 19823
19897 928 19949 6774
16543 12526 17808 18850
7321 15408 13689 18803
15344 2869 18748 11668
2170 12356 13158 17390
7725 10565 18018 18573
18384 7070 19661 15751
15056 19756 18717 19815
13690 17253 14956 18458
7034 2332 8011 18039
18500 5931 18922 14476
14147 18076 19803 19572
10465 8387 17908 13697
18552 4295 19185 14250
14765 11829 19593 13197
3470 1823 14839 5652
8743 12501 13069 14439
10426 8381 13903 16402
7456 14690 15676 16432
6566 523 7942 16354
4266 15779 10823 16150
1418 15588 12057 15590
906 13839 1380 16193
2585 10532 8002 19614
13797 18548 19206 19486
7105 54 17909 9187
9154 1123 16511 10549
15258 9883 15578 14724
18523 17454 18613 18626
3189 16920 15808 18187
1404 11919 14138 18885
15374 9411 18056 14278
5262 5487 16682 10803
455 13251 8900 18086
15074 4412 18632 6066
14030 17481 14868 19670
12516 7868 18042 14679
6979 7217 11306 14016
17225 577 18679 15629
10414 7119 14973 10917
16807 19050 18189 19378
2727 6334 13401 8834
9908 17454 12783 18928
18407 3486 19241 19492
1634 3498 12792 13727
18733 13132 19427 14752
16449 3596 18613 18191
6133 14707 16320 15363
18228 5692 19718 17245
10680 17671 14281 17874
17970 3502 19012 18534
6273 10958 10526 18524
6887 2159 7303 18042
19718 6641 19759 14206
628 6031 18201 9397
15478 4261 17927 14552
4815 13342 11001 15333
14048 6724 16007 9046
1263 16915 18988 18367
19094 18757 19739 19963
12065 15880 16882 18494
7800 14247 16852 14625
13380 3038 19015 17513
3517 17961 4416 18498
2973 1104 4613 8128
290 2989 9659 10051
17611 10303 17772 17498
17785 5881 19647 14964
1453 4529 7327 12558
19050 6988 19737 17179
15403 14723 17467 18226
4196 10535 13767 17120
1586 17156 10222 19951
7430 9244 10996 9770
12936 15464 13780 18402
149 16934 10848 17320
857 18463 19982 18823
13800 16890 19261 18920
11982 7974 14568 8625
6840 2812 7232 6864
17300 19937 18820 19970
